,price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,yr_built,condition,grade,renovated,zipcode_cluster,waterfront_1,view_1,view_2,view_3,view_4
29,13.485616636703183,4,2.5,2570,7173,0,2005,3,8,0,2,0,0,0,0,0
30,13.271645080120082,3,2.5,2320,3980,0,2003,3,8,0,2,0,0,0,0,0
31,12.542544882151386,2,1.5,1190,1265,0,2005,3,7,0,1,0,0,0,0,0
32,13.440817108522863,4,1.75,2330,5000,820,1929,4,7,0,2,0,0,0,0,0
33,13.190022025878143,3,1.0,1090,3000,0,1929,4,8,0,2,0,0,0,0,0
34,12.683858415217964,4,2.75,2060,6659,780,1981,3,7,0,1,0,0,0,0,0
35,13.453104939316557,3,2.5,2300,3060,790,1930,3,8,1,2,0,0,0,0,0
36,13.217673557208654,4,1.0,1660,34848,730,1933,1,5,0,2,0,0,0,0,0
37,13.369223455335854,4,2.0,2360,6000,0,1904,4,8,0,2,0,0,0,0,0
38,12.388394202324129,4,1.0,1220,8075,330,1969,2,7,0,1,0,0,0,0,0
39,13.312983737012978,4,2.5,2620,7553,0,1996,3,8,0,1,0,0,0,0,0
40,13.345506928718539,4,2.5,2570,5520,0,2000,3,9,0,2,0,0,0,0,0
41,13.560618308335483,4,2.25,4220,24186,1620,1984,3,8,0,1,0,0,0,0,0
42,13.666998948650464,5,2.75,3595,5639,0,2014,3,9,0,2,0,0,0,0,0
43,13.437174117244362,3,1.0,1570,2280,0,1922,3,7,0,3,0,0,0,0,0
44,12.641096555879882,3,1.0,1280,9656,360,1959,4,6,0,1,0,0,0,0,0
45,13.098070684835283,3,2.5,3160,13603,0,2003,3,8,0,1,0,0,0,0,0
46,12.257193425037888,3,1.0,990,8528,0,1966,3,6,0,1,0,0,0,0,0
47,13.573438996764546,4,2.5,2290,13416,0,1981,4,9,0,2,0,0,0,0,0
48,13.017002861746503,3,1.75,1250,5963,0,1953,4,7,0,2,0,0,0,0,0
49,14.115615150414612,3,2.5,2753,65005,588,1953,5,9,0,2,1,0,1,0,0
50,12.337100907936577,3,1.0,1190,9199,0,1955,3,7,0,1,0,0,0,0,0
51,12.751299696013497,5,2.5,3150,9134,1510,1966,4,8,0,1,0,0,0,0,0
52,13.304684934198283,3,1.75,1410,4080,410,1950,4,7,0,2,0,0,0,0,0
53,13.279367126213993,2,1.75,1980,8550,990,1981,3,7,0,2,0,0,0,0,0
54,13.732128949025222,5,2.25,2730,6000,600,1927,3,8,0,3,0,0,0,0,0
55,13.693342923990066,4,2.5,2830,5000,0,1995,3,9,0,3,0,0,0,0,0
56,12.58621994565405,4,2.5,2250,4495,0,2008,3,7,0,1,0,0,0,0,0
57,12.614865543731012,3,2.5,2420,4750,0,2003,3,8,0,1,0,0,0,0,0
58,13.765269341527528,5,3.25,3250,14342,0,1968,4,8,0,2,0,0,0,0,1
59,12.971540487669746,4,3.0,1850,9976,0,1991,3,8,0,2,0,0,0,0,0
60,13.38472764187182,3,2.25,2150,21235,560,1959,4,8,0,1,0,0,0,1,0
61,12.57418196709457,3,1.75,1260,8400,0,1954,3,7,0,1,0,0,0,0,0
62,13.132313708257497,3,1.75,2519,8690,0,1973,5,8,0,1,0,0,0,0,0
63,13.215853720491667,3,1.75,1540,1044,0,2014,3,8,0,2,0,0,0,0,0
64,12.959844447906553,3,2.25,1660,6000,550,1979,3,7,0,2,0,0,0,0,0
65,12.668626720622465,3,2.75,2770,3809,1000,1925,5,7,0,2,0,0,0,0,0
66,13.790192749979985,4,2.5,2720,11049,0,1989,3,10,0,4,0,0,0,0,0
67,12.567237494741757,4,2.5,2240,4648,0,2005,3,7,0,1,0,0,0,0,0
68,12.225875272826354,3,1.0,1000,12070,0,1968,4,7,0,1,0,0,0,0,0
69,14.09692301740246,5,2.25,3200,20158,1600,1965,3,8,0,4,0,0,0,0,0
70,13.854731271117556,5,3.25,4770,50094,1700,1973,4,11,0,3,0,0,0,0,0
71,12.691580461311874,3,2.0,1260,5612,0,1972,4,7,0,2,0,0,0,0,0
72,13.255144488638146,4,2.0,2750,7807,500,1916,5,7,0,1,0,0,0,0,0
73,12.793859310432293,4,2.5,2380,5000,0,2005,3,8,0,1,0,0,0,0,0
74,12.762827201184564,3,1.75,1790,50529,700,1965,5,7,0,1,0,0,0,0,0
75,13.632188500836737,4,4.0,3430,35102,1040,1986,4,10,0,3,0,0,0,0,0
76,12.84792653170257,4,1.75,1760,7300,880,1956,3,7,0,2,0,0,0,0,0
77,13.081541382884074,3,1.0,1040,5060,0,1941,3,7,0,2,0,0,0,0,0
78,12.92391243868049,3,1.0,1410,5060,500,1956,4,7,0,1,0,0,0,0,0
79,13.487006490992238,4,2.5,3450,39683,0,2002,3,10,0,1,0,0,0,0,0
80,12.873902018105829,3,2.5,2350,5100,0,2003,3,8,0,1,0,0,0,0,0
81,12.793859310432293,4,2.5,1900,5889,0,1992,3,7,0,1,0,0,0,0,0
82,12.779873068457553,2,1.0,2020,6720,1010,1948,3,7,0,1,0,0,0,0,0
83,12.782686009834167,3,1.5,1680,8712,0,1964,3,8,0,2,0,0,0,0,0
84,12.66032791780777,3,1.0,960,6634,0,1952,3,6,0,1,0,0,0,0,0
85,13.753635154246187,3,1.5,2140,3600,240,1925,3,9,0,3,0,0,0,0,0
86,12.628067055589549,5,2.25,2660,8400,0,1961,5,7,0,1,0,0,0,0,0
87,13.041153321978786,3,3.25,2770,6278,790,2006,3,9,0,1,0,0,0,0,0
88,12.2783933071098,2,2.25,1610,2040,0,1979,4,7,0,1,0,0,0,0,0
89,12.721885810807203,2,1.75,1030,1066,265,2006,3,7,0,2,0,0,0,0,0
90,12.402872221504781,4,2.5,1980,7403,0,1988,3,7,0,1,0,0,0,0,0
91,13.910711640908662,5,2.75,3520,6353,0,2001,4,10,0,3,0,0,0,0,0
92,11.938193200374572,3,1.0,1200,10500,0,1962,3,7,0,1,0,0,0,0,0
93,12.971540487669746,3,1.5,1580,5000,290,1939,3,8,0,2,0,0,0,0,0
94,13.458835614025542,3,1.5,1580,5000,290,1939,3,8,0,2,0,0,0,0,0
95,13.715690222682063,4,2.5,3300,10250,910,1946,3,7,1,4,0,0,0,0,0
96,12.419165860990882,3,1.75,1960,15681,0,1967,3,7,0,1,0,0,0,0,0
97,12.201060103706629,4,1.5,1160,6400,0,1975,4,7,0,1,0,0,0,0,0
98,12.65714826489039,3,1.75,1810,41800,600,1980,5,7,0,1,0,0,0,0,0
99,12.988831984779805,3,2.5,2320,36847,0,1992,3,9,0,1,0,0,1,0,0
100,13.653967622617456,3,2.5,2070,13241,800,1910,5,9,0,3,0,0,0,0,0
101,13.226723392728571,3,2.0,1980,3478,540,1929,4,7,0,2,0,0,0,0,0
102,13.458764182902971,3,2.25,2190,107593,0,1983,4,8,0,2,0,0,0,0,0
103,13.899851706398024,3,2.5,2920,8113,0,1950,3,8,1,4,0,0,0,0,0
104,12.577636201962656,3,1.0,1210,33919,0,1954,3,7,0,1,0,0,0,0,0
105,12.834681304952548,3,2.5,2340,10005,880,1978,4,8,0,1,0,0,0,0,0
106,13.038981768465277,3,1.0,1670,4005,500,1939,4,7,0,2,0,0,0,0,0
107,12.146853285870202,2,1.75,1240,2493,0,1985,4,8,0,1,0,0,0,0,0
108,13.42984807715229,4,2.5,3140,28037,0,1991,4,10,0,2,0,0,0,0,0
109,13.060487973686241,5,1.75,2030,12342,0,1942,4,7,0,2,0,0,0,0,0
110,13.30092788532057,4,2.5,2310,9624,0,1984,3,8,0,2,0,0,0,0,0
111,13.253391639810733,3,1.75,1260,3328,560,1905,5,6,0,2,0,0,0,0,0
112,12.515393893085436,3,1.75,1540,12600,380,1980,4,7,0,1,0,0,0,0,0
113,12.706696406811568,3,1.75,2080,5969,1000,1971,3,7,0,1,0,0,1,0,0
114,13.081541382884074,4,2.5,3230,16171,710,2001,3,9,0,1,0,0,0,1,0
115,13.51508091268999,3,3.5,4380,6350,1600,1900,3,8,1,2,0,0,0,0,0
116,13.158695306651719,3,3.5,1590,1102,0,2010,3,8,0,2,0,0,0,0,0
117,12.232836282799388,2,1.0,880,6780,0,1945,4,6,0,1,0,0,0,0,0
118,12.054086288532291,4,2.0,1570,9600,0,1950,3,6,0,1,0,0,0,0,0
119,13.190022025878143,4,1.0,1610,2982,0,1925,4,7,0,2,0,0,0,0,0
120,13.399995114002609,3,2.5,2400,6474,840,1964,3,8,0,2,0,0,1,0,0
121,12.877740794412995,3,2.0,1450,9132,0,1987,3,7,0,2,0,0,0,0,0
122,12.886641043883259,2,1.0,770,6000,0,1953,3,6,0,2,0,0,0,0,0
123,13.005829561148378,4,1.75,2100,4400,380,1924,5,7,0,1,0,0,0,0,0
124,13.554145793829866,3,2.25,2910,10204,0,1990,3,9,0,2,0,0,0,0,0
125,14.187074114396758,4,2.75,2750,17789,770,1914,3,8,1,4,0,0,0,0,0
126,13.005829561148378,3,2.25,2100,8201,480,1967,3,8,0,1,0,0,1,0,0
127,12.468436909997665,4,2.25,2160,8811,800,1978,3,8,0,1,0,0,0,0,0
128,13.620103761621664,5,3.5,2320,4960,600,1926,5,7,0,2,0,0,0,0,0
129,12.971540487669746,4,2.5,2070,4310,0,2004,3,7,0,2,0,0,0,0,0
130,12.26434155365415,3,1.75,1060,7875,0,1986,4,7,0,1,0,0,0,0,0
131,13.400752402944518,4,2.25,2010,9603,570,1986,3,8,0,2,0,0,0,0,0
132,13.572164299332545,3,3.5,3950,111078,1490,1989,3,9,0,2,0,0,0,0,0
133,13.024190303426474,3,2.5,2010,2287,620,2014,3,8,0,2,0,0,0,0,0
134,13.422467969854667,4,3.5,2140,2278,0,2005,3,9,0,2,0,0,0,0,0
135,12.201060103706629,3,1.75,1320,17390,0,1956,4,7,0,1,0,0,0,0,0
136,12.301382825334498,4,1.75,2020,7840,1010,1968,3,7,0,1,0,0,0,0,0
137,13.021437458814368,4,2.25,2590,10002,1250,1968,4,8,0,1,0,0,0,0,0
138,12.854483932248728,2,1.0,1190,4440,0,1981,3,6,0,1,0,0,0,0,0
139,13.161487932088379,3,2.25,1170,1249,0,2014,3,8,0,2,0,0,0,0,0
140,13.407542319637992,2,1.0,1110,3200,0,1925,3,7,0,3,0,0,0,0,0
141,13.17628321939376,5,2.5,2820,9375,1270,1968,4,8,0,3,0,0,0,0,0
142,12.230765258120545,3,1.0,1610,8579,600,1962,4,7,0,1,0,0,0,0,0
143,12.948009990259552,3,1.0,1060,8097,120,1923,4,7,0,1,0,0,0,0,0
144,13.122363377404328,4,2.25,2030,8517,650,1961,4,8,0,3,0,0,0,0,0
145,13.733758056092014,4,2.5,3670,315374,0,1994,4,9,0,2,0,0,0,0,0
146,13.698976741708323,4,1.0,2550,4000,180,1905,3,8,0,3,0,0,0,0,0
147,12.971540487669746,2,2.5,2420,60984,0,2007,3,7,0,2,0,0,0,0,0
148,12.460714863903755,5,2.0,2260,12500,1130,1960,4,8,0,1,0,0,0,0,0
149,13.144124869185841,3,1.0,1430,3455,450,1947,3,7,0,2,0,0,0,0,0
150,13.184718266151094,3,2.0,1360,3090,0,1990,3,8,0,2,0,0,0,0,0
151,13.235692062711331,3,1.0,1110,5000,0,1947,3,7,0,2,0,0,0,0,0
152,12.55302548257067,3,1.0,1250,8200,0,1954,4,7,0,1,0,0,0,0,0
153,14.626440774180603,4,3.25,5180,19850,1640,2006,3,12,0,3,0,0,0,1,0
154,12.765688433465597,1,1.0,700,5100,0,1942,3,7,0,2,0,0,0,0,0
155,12.2783933071098,3,1.0,1180,7669,0,1967,4,7,0,1,0,0,0,0,0
156,13.38472764187182,5,3.5,3960,25245,1460,1996,3,9,0,1,0,0,0,0,0
157,12.676076274775909,4,2.75,2640,7500,1020,1967,3,8,0,1,0,0,0,0,0
158,12.417143615610113,3,2.0,1270,7198,0,1916,3,7,1,1,0,0,0,0,0
159,12.676076274775909,4,1.75,1760,11180,0,1968,4,8,0,2,0,0,0,0,0
160,12.449018824140563,5,2.25,2060,8632,1030,1962,3,7,0,1,0,0,0,0,0
161,12.989974189358584,3,1.75,1780,9660,0,1962,3,7,0,2,0,0,0,0,0
162,13.710150042306449,3,2.5,3400,16603,0,2000,3,10,0,3,0,0,0,0,0
163,12.996800154428984,3,2.75,1910,7280,750,1979,3,7,0,2,0,0,0,0,0
164,12.948009990259552,3,2.0,2020,38332,1010,1975,4,7,0,2,0,0,0,0,0
165,12.821258284620408,3,1.75,1580,7000,400,1976,3,7,0,2,0,0,0,0,0
166,12.505992035646432,2,1.75,1340,7250,640,1949,5,5,0,1,0,0,0,0,0
167,13.601202855312463,4,2.5,2680,4499,0,1999,3,9,0,3,0,0,0,0,0
168,13.389332408258568,3,2.5,2680,9750,1070,1979,4,8,0,2,0,0,0,0,0
169,12.82530414313995,3,2.0,1370,8336,0,1964,5,7,0,1,0,0,0,0,0
170,12.556729517143344,3,1.75,1560,21000,0,1954,3,7,0,1,0,0,0,0,0
171,12.513557345278134,3,1.75,2160,7140,490,1978,4,7,0,1,0,0,0,0,0
172,12.65395846952229,3,1.5,1340,7912,0,1955,3,7,0,1,0,0,0,0,0
173,13.729407858910863,4,2.5,3880,35003,1310,1984,3,10,0,3,0,0,0,0,0
174,13.419500608626866,4,2.25,2590,8190,0,1980,4,8,0,3,0,0,0,0,0
175,12.959844447906553,3,2.5,1120,1100,300,2008,3,8,0,2,0,0,0,0,0
176,12.899094818276968,5,2.75,1970,5400,650,1986,3,7,0,2,0,0,0,0,0
177,12.86099861326992,3,1.0,1220,4800,0,1901,3,6,0,2,0,0,0,0,0
178,12.505992035646432,3,1.5,1950,7560,630,1975,4,7,0,1,0,0,1,0,0
179,12.706847933442663,2,1.0,1350,8220,290,1949,3,7,0,2,0,0,0,0,0
180,12.468436909997665,3,2.5,1670,5797,0,1988,3,7,0,1,0,0,0,0,0
181,13.060487973686241,4,3.0,2380,5125,700,1925,4,7,0,1,0,0,0,0,0
182,13.286181462633724,4,3.0,2440,9600,0,1961,5,7,0,2,0,0,0,0,0
183,12.004568269319446,2,1.5,1050,3419,0,1996,3,7,0,1,0,0,0,0,0
184,13.635187003832993,4,2.75,3130,13412,990,1993,3,9,0,2,0,0,0,0,0
185,13.906264921232738,5,3.0,4090,12850,2000,1986,4,10,0,3,0,0,1,0,0
186,12.502466658583977,4,1.75,1490,10000,390,1969,4,8,0,1,0,0,0,0,0
187,13.235692062711331,3,2.5,1900,8744,0,1987,3,8,0,2,0,0,0,0,0
188,13.329377546788654,4,1.0,1330,2400,0,1901,4,6,0,2,0,0,0,0,0
189,13.27968844210788,3,2.25,2230,10026,800,1975,3,8,0,2,0,0,0,0,0
190,12.628067055589549,3,1.75,1650,9480,430,1977,3,7,0,2,0,0,0,0,0
191,12.0254496453718,3,1.0,1190,8820,0,1959,3,6,0,1,0,0,0,0,0
192,13.591116224748411,3,2.5,2140,9897,0,1959,4,8,0,4,0,0,0,0,0
193,12.89921982609012,3,2.5,2180,7508,760,1962,4,7,0,1,0,0,0,0,0
194,12.345834587905333,3,1.0,1060,10228,0,1948,3,7,0,1,0,0,0,0,0
195,12.456376007299998,3,2.5,1690,5025,0,2003,3,8,0,1,0,0,0,0,0
196,12.955127458028414,4,2.0,1970,6480,840,1920,5,7,0,1,0,0,0,0,0
197,13.049792684569493,3,2.5,2150,4084,0,2007,3,8,0,1,0,0,0,0,0
198,12.994530005894443,3,2.5,1910,66211,0,1997,3,7,0,2,0,0,0,0,0
199,12.86099861326992,3,1.75,1350,155073,0,1969,4,7,0,1,0,0,0,0,0
200,12.254862809699606,3,1.0,860,11725,0,1943,4,6,0,1,0,0,0,0,0
201,12.601487417784837,3,2.5,1940,14952,0,1994,3,8,0,1,0,0,0,0,0
202,13.060487973686241,3,1.0,1010,5000,0,1952,3,7,0,2,0,0,0,0,0
203,12.330500223905226,3,1.5,1300,7370,400,1976,4,7,0,1,0,0,0,0,0
204,12.521795378137476,3,1.0,910,8450,0,1962,4,6,0,2,0,0,0,0,0
205,13.641157170819497,4,1.75,2480,11010,850,1966,4,9,0,4,0,0,0,0,0
206,13.426755063419057,3,2.5,2440,4587,0,2010,3,8,0,2,0,0,0,0,0
207,12.959844447906553,3,1.0,1010,5864,0,1915,3,7,0,2,0,0,0,0,0
208,12.102100055147195,2,0.75,900,9600,0,1941,3,6,0,1,0,0,0,0,0
209,13.047639831208393,6,3.0,2300,3404,700,1920,3,7,1,1,0,0,0,0,0
210,12.676076274775909,4,2.25,1550,7579,0,1993,3,8,0,1,0,0,0,0,0
211,13.346313003752748,3,2.25,1270,1566,210,2014,3,8,0,3,0,0,0,0,0
212,13.292106151991423,4,2.5,2240,12032,0,1983,3,9,0,2,0,0,0,0,0
213,13.049792684569493,3,2.5,2714,17936,0,2005,3,9,0,1,0,0,0,0,0
214,13.075271769870477,4,2.75,1720,6270,0,1978,3,8,0,1,0,0,0,0,0
215,12.542544882151386,2,1.0,850,16400,0,1923,3,6,0,1,0,0,0,0,0
216,14.224303456165114,5,3.0,3300,33474,1430,1957,3,9,1,4,0,0,0,1,0
217,13.007710936319127,3,2.5,2250,5692,0,2000,3,8,0,1,0,0,0,0,0
218,13.885036620612885,2,2.25,3900,14864,1950,1947,3,8,0,2,0,0,0,1,0
219,13.054084536651034,2,1.5,1320,10800,0,1947,4,8,0,2,0,0,0,0,0
220,13.438632906708023,4,2.5,2760,6440,0,1999,3,10,0,3,0,0,0,0,0
221,12.54236629477704,3,2.0,1750,9750,400,1961,3,7,0,1,0,0,0,0,0
222,13.1749558275235,4,2.25,2330,19436,0,1987,3,8,0,2,0,0,0,0,0
223,12.691580461311874,3,2.25,2220,16020,440,1966,4,8,0,1,0,0,0,0,0
224,12.70076888736628,3,2.25,2020,8379,0,1994,3,7,0,1,0,0,0,0,0
225,12.873902018105829,3,2.25,1250,7500,0,1942,5,7,0,1,0,0,0,0,0
226,13.081437210791684,2,2.0,1510,6516,0,2005,3,8,0,2,0,0,0,0,0
227,12.487296407920908,4,2.25,1720,9753,600,1978,4,7,0,1,0,0,0,0,0
228,12.367340793126296,3,1.0,1430,15246,450,1961,4,7,0,1,0,0,0,0,0
229,13.15483056754183,3,2.5,1480,4729,0,2004,3,7,0,2,0,0,0,0,0
230,13.39239051461739,2,1.75,1450,15798,220,1915,3,7,1,1,1,0,0,0,1
231,13.122363377404328,4,2.75,2280,15347,0,1960,5,7,0,2,0,0,0,0,0
232,12.66032791780777,6,2.75,2940,7350,1160,1978,3,8,0,1,0,0,0,0,0
233,12.269047444691562,2,1.0,1000,10200,0,1961,3,6,0,2,0,0,0,0,0
234,13.071070083016778,3,1.5,2480,5280,860,1947,5,7,0,1,0,0,0,0,0
235,13.840203170554645,5,4.0,3760,28040,0,1983,3,10,0,3,0,0,0,0,0
236,12.9384405392434,3,2.0,2220,94300,580,1976,5,7,0,1,0,0,0,0,0
237,12.92391243868049,4,1.0,1970,4740,300,1904,3,7,1,2,0,0,0,0,0
238,13.592367006650065,3,3.5,3830,221284,300,1993,3,10,0,2,0,0,0,0,0
239,13.064734264567692,6,2.5,4410,14034,2060,1965,4,9,0,1,0,0,1,0,0
240,12.323855681186558,3,1.75,1430,8505,0,1968,4,7,0,1,0,0,0,0,0
241,12.254862809699606,2,1.0,830,6000,0,1940,3,6,0,1,0,0,0,0,0
242,13.028052697933088,2,1.0,1430,5000,0,1925,2,7,0,2,0,0,0,0,0
243,12.323855681186558,3,1.0,1300,8316,0,1954,4,6,0,1,0,0,0,0,0
244,13.081541382884074,2,1.0,1030,3060,240,1918,4,7,0,2,0,0,1,0,0
245,12.802158113246987,3,2.5,2740,11872,0,1990,3,9,0,1,0,0,0,0,0
246,14.690979295318174,4,2.5,3650,8354,1820,2000,3,9,0,2,1,0,0,0,1
247,12.106252310247962,2,1.5,720,5120,0,1954,3,6,0,1,0,0,0,0,0
248,12.429216196844383,4,2.0,2010,7312,0,1976,4,7,0,1,0,0,0,0,0
249,13.083622549087899,3,1.75,1560,3000,790,1918,4,6,0,2,0,0,0,0,0
250,12.468436909997665,3,2.0,1810,7209,570,1978,4,7,0,1,0,0,0,0,0
251,13.028052697933088,4,2.5,3360,7685,0,2001,3,9,0,1,0,0,0,0,0
252,12.936033799212835,3,2.25,1510,36224,0,1991,3,8,0,1,0,0,0,0,0
253,12.764258840656002,3,1.0,1400,3538,600,1953,3,7,0,1,0,0,0,0,0
254,12.409013489526863,3,2.5,1730,7442,0,1987,3,7,0,1,0,0,0,0,0
255,13.292106151991423,2,2.0,1420,9191,0,1928,5,7,0,2,0,0,1,0,0
256,12.86099861326992,4,1.75,2360,7620,1180,1955,4,7,0,1,0,0,0,0,0
257,12.66032791780777,3,1.75,1580,11455,380,1974,4,7,0,2,0,0,0,0,0
258,12.449018824140563,3,1.0,1230,10170,0,1979,3,7,0,1,0,0,0,0,0
259,13.448785278172041,4,2.5,2460,4425,0,2006,3,8,0,2,0,0,0,0,0
260,13.567049198665774,3,1.0,1660,4400,200,1911,3,8,0,4,0,0,0,0,0
261,12.375815420117268,3,1.75,1270,8470,0,1960,4,7,0,1,0,0,0,0,0
262,13.17115354157376,3,2.25,2100,40510,780,1979,3,10,0,2,0,0,0,0,0
263,12.959844447906553,2,1.0,770,5040,0,1930,3,5,0,2,0,0,0,0,0
264,12.820987977820545,1,0.75,760,10079,0,1936,5,5,0,2,1,0,0,0,1
265,12.577636201962656,4,2.5,1700,7280,0,1988,4,7,0,1,0,0,0,0,0
266,12.560244459250788,3,1.0,1120,10701,0,1954,3,7,0,1,0,0,0,0,0
267,12.936033799212835,2,1.0,1070,4500,0,1937,3,7,0,2,0,0,0,0,0
268,12.515393893085436,3,2.5,2070,9900,650,1979,3,8,0,1,0,0,0,0,0
269,14.880221294956703,4,3.25,5050,20100,300,1982,3,11,1,4,0,0,1,0,0
270,14.126664986601197,4,4.75,5310,57346,0,1989,4,11,0,2,0,0,0,0,0
271,12.985397522331171,2,1.0,1040,7538,0,1939,4,7,0,1,0,0,0,0,0
272,12.254862809699606,3,1.0,1700,11390,0,1967,4,7,0,1,0,0,0,0,0
273,12.371587084007746,3,1.0,1300,5898,0,1961,3,7,0,1,0,0,0,0,0
274,12.7098736543592,3,1.75,1080,1306,500,1954,3,7,1,3,0,0,0,0,0
275,12.80765263256463,3,2.5,2653,4510,0,2006,3,8,0,1,0,0,0,0,0
276,13.017002861746503,3,2.0,2290,16258,0,1960,5,8,0,1,0,0,0,0,0
277,13.554145793829866,4,2.75,3820,26300,970,2014,3,9,0,1,0,0,0,0,0
278,13.028052697933088,4,2.5,2210,49375,0,1997,3,8,0,1,0,0,0,0,0
279,12.911642346088676,3,1.75,2390,6000,1150,1908,3,6,0,1,0,0,0,0,0
280,12.627739132976346,4,1.75,2600,11325,990,1969,4,7,0,1,0,0,0,0,0
281,12.043553716032399,2,1.0,860,5265,0,1931,3,6,0,1,0,0,0,0,0
282,14.53335035111459,5,3.0,3830,8480,1200,1905,5,9,1,2,0,1,0,0,0
283,13.567049198665774,4,2.5,3500,7048,0,2005,3,9,0,2,0,0,0,0,0
284,12.706847933442663,3,3.0,2420,13959,680,1988,4,8,0,1,0,0,0,0,0
285,12.821258284620408,4,2.5,2720,8666,0,1992,3,9,0,1,0,0,0,0,0
286,13.054084536651034,5,2.25,2500,13500,650,1979,3,7,0,2,0,0,0,0,0
287,12.911642346088676,3,1.75,1670,6720,530,1980,3,7,0,2,0,0,0,0,0
288,13.422467969854667,5,2.25,2900,10300,1450,1985,3,8,0,3,0,0,0,0,0
289,13.122363377404328,2,1.0,1640,14100,500,1954,4,7,0,3,0,0,0,0,0
290,12.873899453999977,4,2.5,1890,15770,0,1968,4,7,0,1,0,0,0,0,0
291,13.353475098367715,4,1.75,2950,9025,1170,1975,4,8,0,2,0,0,1,0,0
292,12.793859310432293,4,2.5,2160,9528,0,1992,3,9,0,1,0,0,0,0,0
293,13.270783382522602,4,3.0,3280,11060,1010,1986,3,8,0,1,0,0,0,0,0
294,13.217673557208654,3,2.0,1970,4166,700,1929,5,8,0,1,0,0,0,1,0
295,13.686540176667314,4,2.5,3360,22111,0,1994,3,10,0,3,0,0,0,0,0
296,12.487485104968359,3,2.0,1320,8959,0,1993,3,7,0,1,0,0,0,0,0
297,13.009194679298691,3,2.5,2650,7286,0,1990,3,8,0,2,0,0,0,0,0
298,12.909170156943286,3,1.5,2030,8880,700,1963,3,7,0,1,0,0,0,0,0
299,12.496874845318198,3,1.75,1590,11914,500,1957,3,7,0,1,0,0,1,0,0
300,14.938815459222756,4,5.0,4550,18641,1950,2002,3,10,0,2,1,0,0,0,1
301,12.721885810807203,3,2.5,2440,7632,0,1998,3,8,0,1,0,0,0,0,0
302,13.263862939678027,3,2.5,1940,9000,970,1948,4,7,0,2,0,0,0,0,0
303,12.248332006544095,3,2.5,2040,3810,0,2006,3,8,0,1,0,0,0,0,0
304,12.66032791780777,3,2.25,2200,8750,1080,1964,4,7,0,1,0,0,0,0,0
305,13.493926933836812,3,1.75,1920,3300,960,1913,4,8,0,4,0,0,0,0,0
