Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,Prin8,Prin9,waterfront_1,view_1,view_2,view_3,view_4,renovated,price,cooksd,lev,dffits
3.0370729673,0.9802386999,0.2273606811,-1.711509148,-1.06766011,-0.858367703,1.304876539,-0.144423176,0.8539004775,0,0,0,0,0,0,13.311329477,0.0000115199,0.0011367348,0.0122372487
3.925924573,0.6588333899,-1.251879657,2.2306600322,1.4875840164,-0.249004938,-0.768040753,0.1486290792,-0.364956312,0,0,0,0,0,0,14.471993754,8.5160025E-6,0.0010265109,-0.010521499
4.4256556208,-0.317233693,-1.270003967,2.6945401444,-0.164266266,0.883706466,-0.87772323,0.5185855368,0.1558311726,0,0,1,0,0,0,14.345550401,0.0004058899,0.0023012854,-0.072642881
2.4439886319,-0.003601412,1.7115126402,1.5614589665,1.2912908621,-0.256605244,-0.84393071,0.6138244931,-0.251951945,0,0,0,0,0,0,13.669328048,6.5525175E-6,0.0007440683,-0.009229197
1.4067329846,-0.771643228,-1.967854473,2.0185076142,0.092734324,0.040233188,0.9302375664,0.2033837111,0.2187056328,0,0,0,0,0,0,13.721199878,9.2319624E-7,0.0007786983,-0.00346422
-1.003750986,-0.418240765,0.1964170099,-0.825790056,-0.173968931,-1.141911379,-0.2913723,-0.315439122,0.5046056484,0,0,0,0,0,1,12.650758467,9.384852E-7,0.0018024054,-0.003492787
5.3247607673,0.806988231,-1.095865177,2.0984565998,1.5588012272,-0.100975593,-1.28887506,-0.934166443,-1.284595845,1,0,0,0,1,0,15.163583706,0.0008325855,0.0095765588,-0.104036972
-4.060576592,-1.162592527,-0.105289873,0.3517530226,-2.313700525,0.0487321139,-0.632678545,-1.100975374,-0.393648169,0,0,0,0,0,0,11.608235645,0.0003200912,0.0005654589,-0.064519916
-0.447171783,0.4188346353,0.4478568938,-0.845360764,0.4434171738,0.951594808,0.2573512995,-0.539585882,0.1517973583,0,0,0,0,0,0,12.439166528,0.0000257328,0.0002580978,-0.018290242
-3.938753382,-2.199169168,-0.387565391,0.2698539174,-3.394257237,-0.273608155,-0.570958118,-1.091527105,-0.282058699,0,0,0,0,0,0,11.736069016,0.0001778497,0.0006600188,-0.048087458
-1.078310879,-0.905514785,0.1392111911,-0.44134165,-0.172155225,-0.156964618,-0.269940745,-0.377357786,0.0523370303,0,0,0,0,0,0,12.506177238,3.6992567E-6,0.0001469261,-0.006934576
0.2927309072,0.9979430542,-1.098775252,1.2798586262,-1.32487491,0.0049447639,-0.605219729,0.4615242363,0.7197633146,0,0,0,0,0,0,13.482133526,0.000012733,0.000623977,-0.012865524
-0.708918726,-0.14966529,0.533910704,-0.903397679,-0.635835209,-0.708215266,0.015151274,0.2030256738,0.2974350018,0,0,0,0,0,0,12.387977449,0.0000196487,0.0002367867,-0.015982321
-1.974244584,-0.705744222,0.1072258047,-0.2689669,-0.382621031,-0.397475258,-0.404134745,0.5818431958,0.0677270354,0,0,0,0,0,0,12.014003737,0.0000769461,0.0002070819,-0.031631247
-0.421606381,-0.504966356,0.2325386668,-0.849852653,-0.720416754,0.55081998,0.1578662165,-0.310486488,0.059068161,0,0,0,0,0,0,11.995351614,0.0000975104,0.0001667549,-0.035611117
-3.060788767,-0.557213503,0.0318967596,-0.003865829,-0.7340338,0.0787180498,-0.39100524,-0.181592122,-0.193111885,0,0,0,0,0,0,12.445089546,4.772124E-7,0.0002908218,0.0024906598
-1.120704792,2.2063772998,0.6941973679,-0.778273786,0.9654516867,1.1618736156,-0.16154015,-0.212737912,0.2406646331,0,0,1,0,0,0,13.122363377,0.0001157364,0.0017374514,0.0387886725
0.204964883,4.0027639976,-0.2190241,-0.385918549,0.8934444649,-1.978238583,0.8688164819,0.1967123065,0.704925711,0,0,0,0,0,0,13.429848077,4.0016238E-6,0.0014796591,0.0072123513
2.2606259375,-0.835635461,-0.460427696,0.3775423313,0.3671903827,-0.41861341,-1.16671438,0.5725422413,-0.153699556,0,0,0,0,0,0,13.523150896,7.8986724E-6,0.0004889933,-0.010133002
-2.489247158,1.0546098677,-0.363902586,0.3429821849,-1.397174079,-1.082540391,-0.457154219,-0.270216086,-0.131362072,0,0,0,0,0,0,13.226723393,0.0000827235,0.0004194715,0.0327949487
2.6468039755,-1.065267993,0.083448274,-1.06660549,0.0153174995,0.8542225662,-0.420848034,0.3391234215,0.9127823433,0,1,0,0,0,0,13.648274639,0.0006319303,0.004800897,0.0906391209
-2.288068102,1.9222845851,-1.626779812,2.7561160903,-0.068259234,-0.463774679,-0.10787424,-0.218474277,-0.100664647,0,0,0,0,0,0,13.045482333,0.000345007,0.0010277269,-0.066977771
2.9278201449,2.8328693525,-0.214054378,0.0861557941,-1.139522058,1.2633769005,0.3862354805,0.8111512536,-0.274574695,0,0,0,0,1,0,13.910820738,4.9058461E-7,0.0008424084,0.0025253137
-0.269289687,-1.333075105,-0.580172226,0.1039050144,0.1260058303,0.1021176539,1.0271802508,-0.503432441,0.0911130444,0,0,0,0,0,0,12.994530006,0.0000134263,0.0003257189,0.0132112558
0.1842666318,1.1222094787,-0.737879762,0.2926945808,-1.422948062,-0.665152715,1.0687522001,0.0541339914,0.2710255411,0,0,0,0,0,1,13.122363377,0.0000522391,0.0019553762,-0.026059186
-0.766693953,0.493314954,0.4473310752,-1.154415888,-1.281343015,-0.396396639,-0.130934707,1.1176404027,-0.214466458,0,0,0,0,0,0,12.706696407,2.6243332E-7,0.0002267821,0.0018470045
-2.219771436,-0.488020607,0.0716918968,-0.23085677,-0.477947612,-0.547605977,-0.577971116,0.4361127146,0.3141641295,0,0,0,0,0,0,12.736700897,0.0000142529,0.0003019123,0.0136118616
1.2258785896,-0.869363709,-0.444312621,0.2097944316,0.2847275132,-0.607756169,-0.301446359,0.2199768009,0.4233734643,0,0,0,0,0,0,13.287877816,3.081926E-8,0.0002819378,-0.00063295
0.3330713731,2.2547635194,-0.088787473,-0.150716175,-0.114238797,-0.483419269,-0.891147637,-0.61841814,0.497686711,0,0,0,0,0,0,13.676593259,0.0000631798,0.0006050022,0.0286592972
2.7932797528,-1.32868008,-0.47671262,-0.130192906,0.638959391,-0.094684729,-0.144768825,-0.509780815,-0.470114458,0,0,0,0,0,0,13.735119039,0.0000315921,0.0004016087,0.0202656953
-3.262495276,-0.214632357,0.0954089886,0.1026587964,-0.892351792,-0.14109609,-0.731057517,-0.392607538,-0.057296819,0,0,0,0,0,0,12.043553716,0.0000788191,0.0003573054,-0.032011979
-0.289863707,-1.601852248,0.0367013698,-0.716313046,0.2093348102,0.3452183084,0.3929242534,-0.490577242,-0.177407403,0,0,0,0,0,0,12.493091998,4.6295186E-6,0.0002498239,-0.007757636
0.2376033285,-1.53353481,-0.672353932,0.7391655418,0.0894564329,1.0644451637,0.0597475956,-0.405595898,-0.397536845,0,0,0,0,0,0,13.531156276,0.0000902781,0.000407572,0.0342600537
-0.904885872,0.1783366406,0.3955850483,-0.875971636,1.1085307384,-0.544628202,0.1006820113,-0.058872875,0.275414618,0,0,0,0,0,0,12.079658721,0.0000864927,0.0002071263,-0.033536729
-1.258281946,-0.608173606,-0.354086637,0.6417879919,-0.885563086,0.937696207,0.6043696096,0.2391625947,-0.07339287,0,0,0,0,0,0,12.994530006,0.0000123946,0.0002910653,0.0126935112
-0.19249946,-1.161072752,-0.564694683,-0.322224161,0.2125257035,-0.704466677,1.2653704769,0.3184222816,0.0900076263,0,0,0,0,0,0,12.626426366,0.0000100365,0.0004513401,-0.011422309
0.4215411506,-0.876982724,0.2696265506,-1.079298717,0.1599238131,-0.675404658,-0.057125095,-1.069797501,-0.157387227,0,0,0,0,0,0,12.644327576,7.0013472E-6,0.0002360526,-0.009540129
-1.282860436,-0.129853752,1.5438040918,1.4732545002,0.6653240932,0.8611116338,-1.421234098,1.0162379169,0.3683464938,0,0,0,1,0,0,12.506177238,0.0018416507,0.003276549,-0.154760302
-1.2777474,0.7961579233,0.5357570685,-1.846530204,-0.669257375,-2.942276456,0.202832483,0.7953219665,0.1761704439,0,0,0,0,0,0,12.072541253,0.0002691702,0.0012839734,-0.059157287
-0.228365515,-1.452830522,0.1403010227,-0.64506606,0.1364975525,0.2663694115,0.188404639,-0.566521956,-0.325931067,0,0,0,0,0,0,12.628067056,5.3961358E-7,0.0002339535,-0.002648501
0.7598081213,-1.384814827,1.0209115347,-0.37360253,0.286368012,-0.473307665,0.052213124,0.0277982174,0.124048121,0,0,0,0,0,0,13.074223002,0.0000163749,0.000256013,0.0145901233
4.0582953631,0.853743398,-1.922844466,2.9927880189,1.4466625817,-0.424229643,-0.096679062,0.1924151018,-0.235144457,0,0,0,0,0,0,14.816142438,4.8502851E-6,0.0013145981,0.007940403
-0.128976753,-1.259771051,-0.591500848,0.0840943154,0.1031283804,0.0958539256,0.8686049956,-0.52298104,-0.157727409,0,0,0,0,0,0,13.041153322,0.0000103642,0.0002777931,0.0116073592
-2.045250587,1.214622851,-0.323168194,0.7179216655,-0.226633848,0.9037877606,-0.186908346,0.3950451195,-0.137964786,0,0,0,0,0,0,13.10216067,0.0000115383,0.0003511435,0.0122471574
-0.20559341,-1.335570106,-0.626421572,0.0655724038,0.135899774,0.1239065212,0.9954305719,-0.491279934,-0.011285959,0,0,0,0,0,0,12.759957759,2.1047347E-6,0.0003157431,-0.005230679
-0.814757381,0.2301512754,-0.891615804,1.1425157747,0.9239696552,-0.014968029,1.2647053105,0.1643206905,-0.126093103,0,0,0,0,0,0,13.060487974,1.6154373E-6,0.0004660939,-0.004582515
-1.838286148,1.2040099893,0.5883564919,-0.259093015,1.9441604387,0.3943725212,-0.292974948,-0.182468105,0.2546122306,0,0,0,0,0,0,12.834681305,7.1538029E-6,0.0002839923,0.0096434214
-0.622429237,-0.05657074,0.4221655294,-0.77117885,0.7233705163,0.9522860038,0.5682396611,-0.144748793,0.1205912464,0,0,0,0,0,0,12.517043907,3.8577311E-6,0.000275197,-0.007081523
1.2644269273,-1.246046404,0.1380715181,-0.652287602,0.419683052,-0.293829611,-0.828599652,0.29946221,0.1158640557,0,0,0,0,0,0,12.821258285,0.000027503,0.0003222205,-0.01890876
-0.89964606,-1.45920047,0.0680275104,-0.572205865,0.0733513049,0.163610556,0.3501401714,-0.057464459,0.0581926979,0,0,0,0,0,0,12.460714864,1.505394E-6,0.0002059476,-0.00442369
1.8951245515,2.262307699,-1.200467445,0.5992033871,-1.174491777,-2.839098034,0.3840614471,0.1732310803,0.1682342403,0,0,0,0,0,0,13.437174117,0.0004080764,0.0013513773,-0.072841956
0.8957931492,-1.464991088,0.1702247559,-0.928980264,0.4392948722,-0.261809992,-0.02273528,0.1321981078,-0.200098488,0,0,0,0,0,0,12.765688433,2.5545562E-6,0.0002452813,-0.005762591
0.2315369537,0.0361380102,-0.244353039,-0.49937851,-0.73649843,-0.414071398,0.8942586368,-0.041080031,0.1415791112,0,0,0,0,0,0,13.071070083,6.5713358E-6,0.000233256,0.0092425117
0.219063092,0.592686798,0.4499464779,-0.754434715,0.2515106177,1.3342012463,-0.209345753,0.1887487521,0.1136523749,0,0,0,0,0,0,12.567237495,0.0000573558,0.0003554555,-0.027307072
2.3005818267,-0.811616035,-1.066239438,1.1750623564,0.3841940403,-0.539112632,-0.225752333,0.6909978737,0.2142796229,0,0,0,0,0,0,13.392390515,0.0000818932,0.0004266633,-0.032629884
2.0573479591,1.601011747,-0.297178636,0.106927244,-1.265715797,-0.446061663,-2.141018226,-0.857200355,1.2107248798,0,0,0,1,0,1,14.151982795,0.0001276058,0.0047633467,0.0407284724
0.0991120093,-1.325838415,0.2273742856,-1.087762034,0.2899113316,-0.495751106,0.519538652,-0.282281248,-0.058688252,0,0,0,0,0,0,12.691272722,1.5818784E-6,0.0002807661,0.0045346711
-4.325173866,0.6564001671,0.2441974788,0.3578538119,-0.01970971,0.8511382495,-0.450263569,-0.977237275,-0.495821041,0,0,0,0,0,0,11.867097279,0.0001922975,0.0006540525,-0.050003022
0.996228315,1.9705561193,-0.470610458,0.1639911359,-2.053437306,-0.440109933,0.4152935425,0.0244360087,-0.748893588,0,1,0,0,0,1,13.560618308,0.0001197562,0.005851302,-0.039455799
-1.261967641,-0.584652026,-0.513678923,0.4113517166,-0.328134728,-0.444828216,0.2463159915,0.1479782888,-0.013476173,0,0,0,0,0,0,12.40901349,0.0000414863,0.0001648419,-0.02322494
0.1858253146,2.2310050453,-1.103198944,1.2474644813,-0.256521964,-0.651377147,1.4907874113,0.3257304533,-0.145491975,0,0,0,0,0,0,13.384727642,0.000033318,0.0008352516,-0.020811577
0.7637545675,-0.375191855,0.7575843141,-0.650949846,1.4565175111,-0.019703658,-0.106270466,0.0774900035,-0.265445851,0,0,0,0,0,0,13.395439297,0.0000479247,0.0001828781,0.0249622342
-2.012994868,1.9115332535,0.5667924963,-0.169452211,1.6477791673,0.0145663255,-1.124847127,-0.578316115,0.1457755294,0,0,0,0,0,0,12.46843691,0.0001054159,0.0005613208,-0.037020647
0.4993682215,0.7363708225,0.1186968167,-0.584398055,-1.492290019,-0.029491636,0.8334787598,0.6419410681,-0.364650438,0,0,0,0,0,0,13.089840186,2.3903671E-6,0.0002810937,0.0055743219
1.5257163329,-0.823764721,-0.330459928,-0.238696963,0.0530078234,-0.285793776,0.3118669938,0.1828710442,-0.679887328,0,0,0,0,0,0,13.161584091,2.0236581E-6,0.0003696567,-0.005128942
-1.357677801,0.9582748021,0.5642142393,-0.55141748,0.0959918304,0.5077942941,-0.216573217,-0.064907965,0.3444888245,0,0,0,0,0,0,12.278393307,0.000061731,0.0002759204,-0.028330158
0.9019682163,-1.380434701,0.1644844437,-0.924233182,0.4054274679,-0.301275844,-0.134736219,0.0886391489,-0.253986391,0,0,0,0,0,0,13.186276703,0.0000307865,0.0002516702,0.0200059841
-0.435608871,0.7498195677,-1.348753881,2.0358121972,0.7306235854,-0.337542972,1.4380887435,0.058163595,-0.490097548,0,0,0,0,0,0,13.567049199,9.5610765E-6,0.0009110725,0.0111484244
0.2719557629,-1.426820653,0.1647692104,-1.163120566,0.3471984507,-0.400907955,0.5628355855,-0.202783504,-0.27592573,0,0,0,0,0,0,12.736700897,4.0703344E-6,0.0003342427,0.0072740358
-1.646932739,-0.824690022,0.1645820029,-0.294923361,-0.327575412,-0.283461869,-0.390711263,0.6850947219,-0.347203156,0,0,0,0,0,0,12.242886619,0.0000381185,0.0002326822,-0.022261513
-0.607637744,0.9316980725,-1.090603963,1.4641318483,-0.989541189,-0.892959962,-0.848946233,-0.319560667,0.2906683927,0,0,0,0,0,1,13.615839363,9.1468037E-6,0.0017703243,0.0109042009
2.3776610109,1.8374280835,0.1238363684,0.7762197702,-0.232401716,0.5552376045,0.5438645867,0.3203034964,0.3076418986,0,0,0,0,0,0,13.763164078,1.5313759E-8,0.0005124501,-0.000446169
-0.298030645,-1.523822705,0.0686733533,-0.686812118,0.1725014544,0.2996897831,0.3009080754,-0.534539871,-0.199351851,0,0,0,0,0,0,12.697700159,1.2717546E-6,0.0002276729,0.0040659394
3.0263184185,3.4238383664,0.6368964232,-1.080395164,1.2290786137,-0.75543097,-0.475378905,-0.06134788,0.268400237,0,0,1,0,0,1,14.034646088,0.0000884988,0.0031974384,0.033918111
1.6403939562,-0.928744884,-0.143797585,0.3279017382,0.2861967502,-0.547159208,-0.37021509,0.2907321834,-0.105475175,0,0,0,0,0,0,13.444446877,9.5892192E-7,0.0002270531,0.0035306171
0.2606766328,1.0145047659,0.022383754,-0.509060037,0.3207856983,0.075063353,0.9897607096,0.065984641,-0.052714682,0,0,0,0,0,0,13.049577608,1.2691903E-6,0.000278649,0.0040618365
-1.803496116,1.7146076532,-0.230651509,0.2504234479,0.370093337,-1.562942102,-0.755025742,0.319102708,0.0477806648,0,0,0,0,0,0,13.24458101,0.0000334708,0.0006316473,0.0208593439
-0.342381852,0.3272436279,-1.072891938,1.3394930964,-0.763216964,-0.485036518,-0.103306303,0.0711444539,0.2765444652,0,0,0,0,0,0,13.527828486,7.1234544E-6,0.00033503,0.0096229294
-0.776310573,-1.281101797,0.1774766559,-0.493914973,-0.033425016,0.0894609201,0.012375204,0.1545761628,-0.498555683,0,0,0,0,0,0,12.631340381,4.3832847E-9,0.000264417,-0.000238703
2.5903605421,2.2570432289,0.5287393804,0.3223948321,0.9238554313,2.3821180799,-0.564887567,0.3254471088,0.1798085804,1,0,0,0,1,0,14.617512143,0.000965643,0.0087749981,0.1120432169
-0.974642206,-0.685270687,0.1963727138,-0.600923493,-0.512842494,0.1747265676,-0.050111458,0.0723094759,-0.046919133,0,0,0,0,0,0,12.542366295,1.1459945E-6,0.0001295641,-0.003859678
-1.13677356,-0.652971068,0.330182175,-0.510779367,1.2468593218,0.5799483033,0.632851615,0.0405492339,0.2331545643,0,0,0,0,0,0,12.429216197,2.6127189E-6,0.0002476952,-0.005827824
3.9577531005,-0.355192853,-0.273625927,-0.39386743,-0.303132301,0.8541624839,-0.297280325,-0.468683334,0.2852692943,0,0,0,0,0,0,13.914903302,0.0000295764,0.0005568931,0.0196083256
1.2765894548,-1.209048044,0.3811322323,-0.836389344,0.3449867395,-0.355782361,-0.424057902,-0.258931606,-0.556199051,0,0,0,0,0,0,13.243695663,0.0000284847,0.0003852714,0.0192431972
2.4524820142,-0.510212038,-0.290097083,-0.727296572,-0.337957484,0.4442754708,0.8425212615,-0.589245477,-0.199284831,0,0,0,0,0,0,13.610943392,0.0000637125,0.000382075,0.0287805979
-0.372939302,-1.518690163,0.0576095583,-0.68200229,0.1687429094,0.2841318926,0.3264477987,-0.546606103,-0.092606707,0,0,0,0,0,0,12.721885811,3.2179606E-6,0.000215319,0.0064677204
-1.059502948,-0.648027874,0.2116272222,-0.814325307,-0.130974226,-1.026921953,-0.107531402,0.3887020391,0.1043859517,0,0,0,0,0,0,12.464583341,5.8713982E-6,0.0002637907,-0.008736408
0.8162632568,-1.166634328,-0.724248009,0.2166287577,-0.13376461,0.8949317205,0.4422135372,0.7099424092,0.716878517,0,0,0,0,0,0,13.355061142,0.0000428863,0.0005085816,0.023611975
-0.86200252,-1.731204416,-0.03379329,-0.670442191,0.2008393432,0.3225047978,0.6681014804,0.0965027616,0.1228776966,0,0,0,0,0,0,12.594730635,6.5156358E-6,0.0003135639,0.0092032303
0.9029515259,-1.05149135,-0.604985687,-0.019803503,-0.125793766,0.7246134166,0.7033511358,-0.520037513,0.3758935734,0,0,0,0,0,0,13.353475098,0.0000383729,0.0003401953,0.0223352108
-0.908846564,2.6143602774,-0.659335143,1.3079750107,1.5274438993,-0.365907423,-0.337651878,-1.437237186,-0.076454123,0,0,0,0,0,0,13.493926934,3.1611948E-7,0.000569803,-0.002027141
2.5886164974,-1.068396978,-0.307742367,-0.756185541,0.6531241738,-1.039407668,0.6207522947,-0.603145769,-0.44750104,0,0,0,0,0,0,13.765235692,0.0001638515,0.0005338517,0.0461569376
-0.489455649,2.3561030874,-0.845307871,1.1494611222,-0.451765598,0.0452152485,-0.43163632,-0.036275472,0.4361237699,0,0,1,0,0,0,13.384727642,0.0001487564,0.0017439451,-0.043975516
-2.765462459,-0.295524391,0.3304835508,-0.286796755,-0.689669423,-0.784502871,-0.258147602,0.3117332754,-0.209214374,0,0,0,0,0,0,12.345834588,1.9567541E-6,0.0003175049,-0.005043447
-2.38290984,0.0964639213,0.3333541716,-0.532208474,0.7391753856,-0.004188905,0.3109450884,0.4286880807,-0.490555714,0,0,0,0,0,0,12.611537754,0.0000153884,0.0003133135,0.0141437323
-3.674103622,2.1767579225,0.5692610143,0.0510697927,0.8802366597,0.7882066983,-0.615072157,-0.023399284,-0.021380393,0,0,1,0,0,0,12.79385931,0.0000612267,0.0019331715,0.0282120225
-0.572389521,-0.99043664,-0.589179277,0.1899913996,-0.050567791,-0.117841701,0.6536512553,-0.428706745,0.06163576,0,0,0,0,0,0,12.923912439,1.2838479E-6,0.000199965,0.0040852268
2.1507357413,3.1979460103,-0.49968696,0.5541732083,1.1811133976,0.3385877454,-0.431537704,-1.306083384,0.6954093878,0,0,0,0,0,0,13.910820738,4.4261499E-6,0.0009659403,-0.007585289
-0.224688087,0.0710554867,-0.463426882,0.4355182349,1.1113507799,0.3093764659,-0.027468318,-0.148572247,0.192017536,0,0,0,0,0,0,12.976412322,3.5116808E-6,0.0001265998,-0.006756482
-0.258508271,-0.548741169,0.3177114281,-0.909758461,-0.79447253,0.7559918156,0.3920837505,-0.168089806,0.0358693521,0,0,0,0,0,0,12.765688433,4.2328519E-6,0.0002236983,0.007417851
-0.703493466,-0.995370245,-0.626375487,0.1858562828,-0.049009564,-0.135174523,0.7137514576,-0.441549519,0.2522164732,0,0,0,0,0,0,12.742566016,1.8774773E-6,0.0002452931,-0.004940227
0.4767278403,2.6747022823,0.1278937266,-0.171297483,-0.859952745,0.6487807492,-0.798088761,-1.30165145,-0.719042632,0,1,0,0,0,0,13.42246797,0.0001498679,0.0045957837,-0.04413857
1.4741700647,-1.463795051,0.0853669606,-0.739710179,0.5253690274,-0.13577941,-0.65076671,0.4450297033,-0.094203741,0,0,0,0,0,0,13.25339164,0.0000136484,0.0003065146,0.0133200582
-1.838526621,1.3559816159,0.1440874343,0.6865543789,1.8138004383,0.1984383744,0.3171422395,0.7410667126,-0.259480237,0,0,0,0,0,0,12.745485726,0.0000111387,0.0002863233,-0.012033243
-1.434700763,-0.016254446,-0.196727643,0.3582839129,-0.639763442,-0.818073965,0.0625278503,-0.719499862,-0.670110302,0,0,0,0,0,1,12.706847933,0.000106238,0.0019179726,-0.037162748
-1.569789917,-1.659664289,-0.14851836,-0.14804812,-0.094130376,0.9312079383,0.111376755,0.2493129583,-0.290481605,0,0,0,0,0,0,12.621488084,5.7894968E-6,0.0003481112,0.0086752415
1.7459589366,0.3358794852,0.9322679182,-1.6343704,-0.954441746,-0.331623312,0.3106605722,0.2173448349,0.5333040021,0,0,0,0,0,1,12.94800999,1.2814686E-6,0.002071884,-0.00408143
0.3725696962,1.0896184984,1.1076207805,-0.431911255,-0.123048599,1.2109149781,-0.451372866,-0.253045931,0.2872712069,0,0,0,0,0,0,13.071070083,1.5141577E-6,0.0004724163,0.0044365398
-1.412663779,0.8115302266,0.5321797877,-0.409105505,2.1551625792,0.6743917405,0.0805090562,-0.211250953,0.1149008888,0,0,0,0,0,0,12.442724547,0.0000152187,0.0002167627,-0.014065617
-0.640012743,-1.147788698,-0.767912921,0.638690208,-0.450948425,1.2436635463,0.3890108779,0.7672504491,0.0246186362,0,0,0,0,0,0,13.017002862,3.7497937E-6,0.0003694008,0.0069817408
-1.064660445,-0.893384672,0.4476922871,-0.241705473,-0.241725339,-0.205058475,-0.318295518,-0.102464277,-0.217412147,0,0,0,0,0,0,12.556729517,3.0648202E-6,0.0001731013,-0.006311954
-1.933333407,0.3710813902,1.0009918284,-0.236182372,-1.314467663,-0.466991504,-0.45435396,0.1107989832,-0.703727576,0,0,0,0,0,0,12.637855062,2.7247751E-7,0.0004788809,0.0018820177
0.1558530501,-1.716862091,3.3561564911,1.2595449824,-0.170091383,-0.074821148,0.7956459493,-0.542511399,-0.145383411,0,0,0,0,0,0,13.321214236,0.0005164608,0.0011263988,0.081951476
3.3151123699,-0.204620617,0.6059884048,-1.541655531,-0.886667437,1.3728311106,-0.021812802,-0.02524126,-0.121488171,0,1,0,0,0,0,13.641038116,0.0003941871,0.0046091753,0.0715853778
-0.481517098,0.7766817223,0.5299140899,-1.312477062,-1.60427694,-0.10184139,-0.044664067,1.2426834733,-0.342148416,0,0,0,0,0,0,12.826649133,4.9159157E-6,0.000280493,0.0079939888
-0.232342477,1.0520328048,-1.478785634,1.6722455232,-1.452394108,-0.320539897,1.2267816054,-0.015155421,-0.060180294,0,0,0,0,0,0,13.493926934,1.3045655E-9,0.0006693348,0.0001302241
-0.590813261,0.5112332475,0.4396842465,-1.209693515,-1.240859333,-0.369282921,-0.074186268,0.5502441589,0.1340363674,0,0,0,0,0,0,13.017002862,0.0000311897,0.0002175863,0.020136714
-1.618601071,-0.460802941,0.0056880137,0.1888034848,0.9907362867,1.2069387623,-0.563945032,0.4028513034,0.364793838,0,0,0,0,0,0,12.031719258,0.0002404593,0.0003933179,-0.055922377
1.4703651146,1.4969432861,-1.216508458,1.6219475868,-1.146673792,-1.299915114,-0.07441489,-0.260476478,-0.694235753,0,0,0,1,0,1,14.038654109,0.0001262894,0.0047225998,-0.040517845
-1.273424162,-0.574903313,0.1214634442,-0.387390403,-0.314352974,-0.355724677,-0.608751089,-0.57697063,0.1689333566,0,0,0,0,0,0,12.025749091,0.0001188659,0.0002080111,-0.039317552
2.6935137745,-0.765553227,-1.074360255,1.1168420942,0.3826675745,-0.482205034,-0.462397287,0.7191533322,-0.395959598,0,0,0,0,0,0,14.125932117,0.0000388488,0.0005211809,0.022472957
-1.387885364,1.0274409077,0.5206298337,-0.625074555,0.6974489768,-1.072845906,-0.823190935,-0.282509222,0.2783152415,0,0,0,0,0,0,12.827992317,1.4471337E-6,0.0004712346,0.0043372367
-3.086235841,0.3605604412,-0.559080425,0.9099230531,-1.090591379,-0.497809627,-0.564843263,-0.544775551,-0.185726023,0,0,0,0,0,1,12.654916477,0.0000614325,0.0017982822,-0.028259415
