Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,Prin8,Prin9,waterfront_1,view_1,view_2,view_3,view_4,renovated,price
1.6403939562,-0.9287448840000001,-0.143797585,0.3279017382,0.2861967502,-0.547159208,-0.37021509,0.2907321834,-0.105475175,0,0,0,0,0,0,13.444446877
0.26067663280000003,1.0145047659,0.022383754,-0.509060037,0.3207856983,0.075063353,0.9897607096,0.065984641,-0.052714682,0,0,0,0,0,0,13.049577608
-1.803496116,1.7146076531999999,-0.23065150899999998,0.2504234479,0.370093337,-1.5629421019999998,-0.755025742,0.319102708,0.047780664800000004,0,0,0,0,0,0,13.24458101
-0.34238185200000004,0.3272436279,-1.072891938,1.3394930964,-0.763216964,-0.48503651799999997,-0.103306303,0.0711444539,0.2765444652,0,0,0,0,0,0,13.527828485999999
-0.776310573,-1.281101797,0.1774766559,-0.493914973,-0.033425016,0.0894609201,0.012375203999999999,0.1545761628,-0.49855568299999997,0,0,0,0,0,0,12.631340381
2.5903605421,2.2570432288999998,0.5287393804,0.32239483210000003,0.9238554312999999,2.3821180799,-0.564887567,0.3254471088,0.1798085804,1,0,0,0,1,0,14.617512142999999
-0.974642206,-0.685270687,0.1963727138,-0.6009234929999999,-0.512842494,0.17472656760000002,-0.050111458,0.0723094759,-0.046919132999999995,0,0,0,0,0,0,12.542366295
-1.13677356,-0.6529710679999999,0.330182175,-0.510779367,1.2468593218000001,0.5799483033,0.632851615,0.0405492339,0.2331545643,0,0,0,0,0,0,12.429216197
3.9577531005,-0.355192853,-0.273625927,-0.39386743,-0.303132301,0.8541624839,-0.297280325,-0.468683334,0.2852692943,0,0,0,0,0,0,13.914903302
1.2765894548,-1.209048044,0.3811322323,-0.8363893440000001,0.34498673950000003,-0.355782361,-0.42405790200000004,-0.25893160600000004,-0.556199051,0,0,0,0,0,0,13.243695662999999
2.4524820141999997,-0.5102120379999999,-0.29009708300000003,-0.727296572,-0.337957484,0.44427547079999996,0.8425212615000001,-0.5892454770000001,-0.19928483100000002,0,0,0,0,0,0,13.610943392000001
-0.37293930200000003,-1.518690163,0.0576095583,-0.68200229,0.1687429094,0.2841318926,0.3264477987,-0.546606103,-0.092606707,0,0,0,0,0,0,12.721885811
-1.059502948,-0.648027874,0.2116272222,-0.814325307,-0.130974226,-1.026921953,-0.107531402,0.38870203909999995,0.1043859517,0,0,0,0,0,0,12.464583340999999
0.8162632568000001,-1.166634328,-0.7242480090000001,0.2166287577,-0.13376461,0.8949317204999999,0.4422135372,0.7099424092000001,0.716878517,0,0,0,0,0,0,13.355061142
-0.86200252,-1.731204416,-0.03379329,-0.670442191,0.2008393432,0.3225047978,0.6681014804,0.0965027616,0.1228776966,0,0,0,0,0,0,12.594730635
0.9029515259,-1.05149135,-0.604985687,-0.019803503,-0.125793766,0.7246134166,0.7033511358,-0.520037513,0.3758935734,0,0,0,0,0,0,13.353475097999999
-0.9088465640000001,2.6143602774,-0.659335143,1.3079750106999999,1.5274438993000001,-0.36590742299999995,-0.33765187799999996,-1.437237186,-0.076454123,0,0,0,0,0,0,13.493926934000001
2.5886164974,-1.068396978,-0.307742367,-0.7561855409999999,0.6531241738,-1.039407668,0.6207522947,-0.6031457689999999,-0.44750104,0,0,0,0,0,0,13.765235692000001
-0.489455649,2.3561030874,-0.8453078709999999,1.1494611222,-0.451765598,0.0452152485,-0.43163632,-0.036275472,0.4361237699,0,0,1,0,0,0,13.384727642
-2.7654624589999997,-0.295524391,0.33048355079999997,-0.286796755,-0.689669423,-0.7845028709999999,-0.258147602,0.3117332754,-0.20921437399999998,0,0,0,0,0,0,12.345834587999999
-2.38290984,0.0964639213,0.3333541716,-0.5322084739999999,0.7391753856000001,-0.004188905,0.3109450884,0.42868808070000003,-0.490555714,0,0,0,0,0,0,12.611537754
-3.674103622,2.1767579225,0.5692610143,0.0510697927,0.8802366597,0.7882066983,-0.6150721570000001,-0.023399284,-0.021380392999999998,0,0,1,0,0,0,12.79385931
-0.5723895210000001,-0.99043664,-0.5891792770000001,0.1899913996,-0.050567790999999994,-0.117841701,0.6536512553,-0.428706745,0.06163576,0,0,0,0,0,0,12.923912439
2.1507357413,3.1979460103,-0.49968696,0.5541732082999999,1.1811133976000001,0.3385877454,-0.43153770399999997,-1.3060833840000001,0.6954093878000001,0,0,0,0,0,0,13.910820738
-0.22468808699999998,0.0710554867,-0.46342688200000004,0.4355182349,1.1113507799,0.3093764659,-0.027468318,-0.148572247,0.19201753600000002,0,0,0,0,0,0,12.976412322
-0.258508271,-0.548741169,0.31771142809999997,-0.9097584609999999,-0.79447253,0.7559918156000001,0.3920837505,-0.168089806,0.0358693521,0,0,0,0,0,0,12.765688433
-0.703493466,-0.995370245,-0.626375487,0.18585628280000002,-0.049009564000000005,-0.13517452300000002,0.7137514576,-0.441549519,0.2522164732,0,0,0,0,0,0,12.742566016
0.47672784030000004,2.6747022822999997,0.1278937266,-0.171297483,-0.859952745,0.6487807492000001,-0.7980887609999999,-1.30165145,-0.7190426320000001,0,1,0,0,0,0,13.42246797
1.4741700647,-1.463795051,0.0853669606,-0.739710179,0.5253690274,-0.13577941,-0.65076671,0.44502970329999997,-0.094203741,0,0,0,0,0,0,13.25339164
-1.838526621,1.3559816159,0.14408743429999998,0.6865543789,1.8138004383000002,0.1984383744,0.3171422395,0.7410667126,-0.259480237,0,0,0,0,0,0,12.745485725999998
-1.4347007630000002,-0.016254446000000002,-0.196727643,0.3582839129,-0.639763442,-0.818073965,0.0625278503,-0.719499862,-0.670110302,0,0,0,0,0,1,12.706847932999999
-1.5697899169999998,-1.659664289,-0.14851836,-0.14804812,-0.094130376,0.9312079382999999,0.111376755,0.24931295829999997,-0.290481605,0,0,0,0,0,0,12.621488084000001
1.7459589366,0.33587948520000005,0.9322679181999999,-1.6343704,-0.954441746,-0.331623312,0.3106605722,0.21734483489999998,0.5333040021000001,0,0,0,0,0,1,12.94800999
0.37256969619999997,1.0896184984000001,1.1076207805,-0.431911255,-0.12304859900000001,1.2109149781,-0.45137286600000004,-0.253045931,0.2872712069,0,0,0,0,0,0,13.071070083
-1.412663779,0.8115302266,0.5321797877000001,-0.409105505,2.1551625791999998,0.6743917405,0.0805090562,-0.21125095300000002,0.1149008888,0,0,0,0,0,0,12.442724547000001
-0.640012743,-1.147788698,-0.767912921,0.638690208,-0.450948425,1.2436635462999999,0.3890108779,0.7672504491,0.024618636200000002,0,0,0,0,0,0,13.017002862
-1.064660445,-0.893384672,0.44769228710000003,-0.241705473,-0.24172533899999998,-0.205058475,-0.318295518,-0.10246427699999999,-0.217412147,0,0,0,0,0,0,12.556729517
-1.933333407,0.3710813902,1.0009918284000001,-0.236182372,-1.314467663,-0.466991504,-0.45435396,0.1107989832,-0.7037275759999999,0,0,0,0,0,0,12.637855062
0.1558530501,-1.7168620909999999,3.3561564911,1.2595449824,-0.170091383,-0.074821148,0.7956459493000001,-0.542511399,-0.145383411,0,0,0,0,0,0,13.321214236
3.3151123699,-0.204620617,0.6059884047999999,-1.541655531,-0.8866674370000001,1.3728311106,-0.021812802000000003,-0.02524126,-0.12148817099999999,0,1,0,0,0,0,13.641038115999999
-0.481517098,0.7766817223,0.5299140899,-1.3124770620000001,-1.60427694,-0.10184139,-0.044664067,1.2426834733,-0.342148416,0,0,0,0,0,0,12.826649133
-0.232342477,1.0520328048,-1.478785634,1.6722455232,-1.452394108,-0.320539897,1.2267816054,-0.015155421,-0.060180294,0,0,0,0,0,0,13.493926934000001
-0.590813261,0.5112332475,0.4396842465,-1.209693515,-1.240859333,-0.36928292100000004,-0.074186268,0.5502441589,0.1340363674,0,0,0,0,0,0,13.017002862
-1.6186010709999998,-0.460802941,0.0056880137,0.1888034848,0.9907362867,1.2069387623,-0.563945032,0.4028513034,0.364793838,0,0,0,0,0,0,12.031719257999999
1.4703651146,1.4969432861,-1.216508458,1.6219475868000002,-1.146673792,-1.299915114,-0.07441489,-0.260476478,-0.694235753,0,0,0,1,0,1,14.038654109000001
-1.273424162,-0.574903313,0.12146344419999999,-0.387390403,-0.314352974,-0.35572467700000004,-0.608751089,-0.57697063,0.1689333566,0,0,0,0,0,0,12.025749091
2.6935137745,-0.7655532270000001,-1.074360255,1.1168420942,0.38266757450000005,-0.482205034,-0.46239728700000005,0.7191533322,-0.39595959799999997,0,0,0,0,0,0,14.125932117
-1.387885364,1.0274409077,0.5206298336999999,-0.625074555,0.6974489768000001,-1.072845906,-0.823190935,-0.282509222,0.2783152415,0,0,0,0,0,0,12.827992317
-3.086235841,0.36056044119999997,-0.559080425,0.9099230531,-1.0905913790000001,-0.49780962700000003,-0.564843263,-0.544775551,-0.18572602300000002,0,0,0,0,0,1,12.654916477
-1.789992539,0.3808430525,-0.313052802,0.5139840085,0.7282989036,-0.138984338,0.3089939578,0.7173909209,-0.103981959,0,0,0,0,0,0,13.010313874000001
2.119874565,1.2637473711,-1.1278709279999999,1.5619655796,1.1527612027,-1.640885035,0.3476515768,0.6126885322,-0.337732046,0,0,0,0,0,0,14.478198530999999
4.2994542901,1.5503742767,0.014000729699999999,0.25905780429999997,-1.514410421,-0.146502271,-0.187352098,0.6725695379000001,-0.064097034,0,0,0,0,0,0,13.710150042
-2.8941738939999997,-0.069605406,-0.708557104,1.5313340788,-1.037789446,0.5248095126,-1.1041629720000001,-0.36433378899999996,-0.09825690699999999,0,0,0,0,0,0,13.199324419000002
0.3160859049,-0.14833834099999998,-0.32133542,0.4100170136,1.2291181799,0.4932419813,0.09952739320000001,-0.263802223,-0.17034989399999997,0,0,0,0,0,0,13.217673557000001
-0.0065065290000000005,-1.341046888,0.13664704630000002,-1.129923198,0.30395722129999997,-0.49382752700000004,0.5740272624,-0.283548092,0.08899108189999999,0,0,0,0,0,0,12.40901349
-0.970677215,-0.32004601899999996,0.2303703381,-0.780142655,-0.26513796,-1.174074721,-0.56547403,0.2262183466,-0.19335047100000002,0,1,0,0,0,0,12.914108439000001
0.08968958210000001,-0.597771382,0.27640169649999996,-1.054925754,-0.786111963,0.9542029004000001,0.5144123181,-0.324411109,-0.04781787,0,0,0,0,0,0,12.441144768
0.4649022024,3.5494523456000002,0.3651477498,-0.664548538,0.41449709,0.45872638130000004,0.026561098999999998,-0.52656814,-0.286932921,0,0,1,0,0,0,13.493857965999998
-0.806411023,1.6058621668000002,-0.14952370199999998,0.009936275,-0.243875051,0.4935938306,0.18495393289999998,-0.312450696,0.23997665399999998,0,0,0,0,0,0,13.377005595999998
1.7663526743,-0.101965319,-1.389967305,1.8286856519999999,-0.6151422679999999,0.21371846530000002,0.9470231036,0.5412730297,-1.5809863730000002,0,0,0,0,0,0,14.26976583
-0.592949383,-0.622281113,0.4873546894,-0.728824432,-0.11167021099999999,-1.00912801,-0.174267261,-0.168251428,0.054032518099999996,0,0,0,0,0,0,12.513557345
0.06518601519999999,0.8543890992000001,0.5924836712,-1.473430099,-1.654134969,0.1306480246,0.10892208589999999,0.505091759,-0.06360414,0,0,0,0,0,1,12.691426603
-0.603223744,-1.392942589,0.1639992271,-0.568336439,0.0929629125,0.1581893324,0.2831923062,-0.649066072,0.2057630025,0,0,0,0,0,0,12.641096555999999
-0.155446834,0.0171020897,0.4545244837,-0.986928673,1.245895635,-0.34143519,0.1169643563,-0.468330949,-0.141201874,0,0,0,0,0,0,12.528156145
-0.864705717,-1.3785356180000001,-0.8250455809999999,0.7179826424,-0.246071394,1.1115752886,0.4730091018,0.7324452401999999,0.2371389945,0,0,0,0,0,0,12.934828254000001
-0.6088240739999999,1.7870855115000002,0.6497975604999999,-0.79956203,1.6277599916999999,0.25869173510000004,-0.42088764,0.9177943267,0.3433411852,0,0,1,0,0,0,13.429848077
-0.76053714,-1.42079453,0.2132648149,-0.498741901,0.043813849800000006,0.147636052,0.2583399944,-0.06683613599999999,-0.140853844,0,0,0,0,0,0,12.542544882
1.3118100017,-1.050865411,-0.402950574,-0.124463609,0.3066158173,-0.505262642,0.25352693579999996,0.0926933485,-0.586812215,0,0,0,0,0,0,13.24280953
-0.39662212700000005,-0.407901134,0.2815671431,-0.305885673,1.2579092119,0.6041046729999999,-0.306628159,-0.051359383,0.2817377538,0,0,0,0,0,0,13.017002862
0.4171367831,-0.70288967,2.2168952726,0.1815675136,-0.527663036,-0.441195127,0.3416202644,0.24536109539999998,0.8994606464,0,0,0,0,0,0,12.69771545
0.1085137945,-1.738344095,-0.108400966,-0.5526658560000001,0.3528065343,0.5135350571,0.0140412817,-0.125736406,0.2558829655,0,0,0,0,0,0,12.807652633
-1.268850658,2.7248778065,0.05035697980000001,0.14774332980000002,0.8155434659999999,0.6539553604999999,-0.018745537,-0.157266246,0.19270797039999998,0,0,0,0,0,0,13.370784736
0.1260527534,-1.385544901,-0.747806312,0.2632132676,0.2376998957,0.2322586695,0.5388140961,-0.182219923,0.4812831453,0,0,0,0,0,0,13.002678534000001
